"Date","Price","Open","High","Low","Vol.","Change %"
"11/06/2019","4.904","4.980","5.035","4.885","19.11M","-1.01%"
"11/07/2019","4.989","4.904","4.998","4.885","18.90M","1.73%"
"11/08/2019","4.958","4.960","5.004","4.916","24.55M","-0.62%"
"11/11/2019","4.944","4.925","4.965","4.892","14.02M","-0.28%"
"11/12/2019","4.917","4.971","5.002","4.907","18.79M","-0.55%"
"11/13/2019","4.756","4.865","4.880","4.715","26.06M","-3.27%"
"11/14/2019","4.740","4.764","4.774","4.713","13.96M","-0.34%"
"11/15/2019","4.768","4.782","4.806","4.732","18.03M","0.59%"
"11/18/2019","4.736","4.793","4.822","4.691","16.59M","-0.67%"
"11/19/2019","4.762","4.760","4.823","4.745","12.41M","0.55%"
"11/20/2019","4.726","4.718","4.741","4.660","12.88M","-0.76%"
"11/21/2019","4.761","4.703","4.772","4.678","13.93M","0.74%"
"11/22/2019","4.798","4.782","4.854","4.764","19.15M","0.78%"
"11/25/2019","4.816","4.824","4.867","4.798","10.70M","0.38%"
"11/26/2019","4.792","4.824","4.824","4.763","19.03M","-0.50%"
"11/27/2019","4.829","4.795","4.849","4.775","18.11M","0.77%"
"11/28/2019","4.807","4.798","4.819","4.782","12.72M","-0.46%"
"11/29/2019","4.782","4.798","4.832","4.768","15.58M","-0.52%"
"12/02/2019","4.694","4.788","4.843","4.691","26.56M","-1.84%"
"12/03/2019","4.657","4.707","4.729","4.633","46.60M","-0.79%"
"12/04/2019","4.729","4.641","4.750","4.641","28.08M","1.55%"
"12/05/2019","4.724","4.738","4.785","4.716","30.11M","-0.11%"
"12/06/2019","4.783","4.738","4.798","4.715","13.33M","1.25%"
"12/09/2019","4.756","4.790","4.837","4.756","22.68M","-0.56%"
"12/10/2019","4.760","4.760","4.772","4.682","19.88M","0.08%"
"12/11/2019","4.764","4.739","4.809","4.732","25.84M","0.08%"
"12/12/2019","4.921","4.782","4.939","4.745","37.28M","3.30%"
"12/13/2019","4.949","5.040","5.069","4.945","51.16M","0.57%"
"12/16/2019","5.065","4.973","5.068","4.968","19.83M","2.34%"
"12/17/2019","5.048","5.047","5.062","5.016","14.76M","-0.34%"
"12/18/2019","5.095","5.042","5.110","5.042","25.78M","0.93%"
"12/19/2019","5.154","5.087","5.154","5.078","79.88M","1.16%"
"12/20/2019","5.142","5.112","5.166","5.106","51.16M","-0.23%"
"12/23/2019","5.090","5.100","5.123","5.067","36.28M","-1.01%"
"12/24/2019","5.061","5.042","5.070","5.031","2.89M","-0.57%"
"12/27/2019","5.039","5.020","5.084","4.920","10.07M","-0.43%"
"12/30/2019","5.005","5.013","5.045","5.005","9.53M","-0.67%"
"12/31/2019","4.983","4.995","5.004","4.953","5.62M","-0.44%"
"01/02/2020","5.110","5.031","5.124","5.021","11.85M","2.55%"
"01/03/2020","5.054","5.078","5.078","5.016","13.40M","-1.10%"
"01/06/2020","5.032","5.000","5.039","4.944","11.34M","-0.44%"
"01/07/2020","5.010","5.051","5.079","4.983","10.19M","-0.44%"
"01/08/2020","5.058","4.968","5.069","4.961","12.83M","0.96%"
"01/09/2020","5.080","5.096","5.117","5.063","19.15M","0.43%"
"01/10/2020","4.997","5.070","5.078","4.997","12.67M","-1.63%"
"01/13/2020","4.923","4.998","5.004","4.896","17.67M","-1.48%"
"01/14/2020","4.859","4.913","4.915","4.825","31.27M","-1.30%"
"01/15/2020","4.777","4.846","4.852","4.771","18.95M","-1.69%"
"01/16/2020","4.787","4.776","4.826","4.723","36.28M","0.21%"
"01/17/2020","4.806","4.819","4.854","4.800","28.09M","0.40%"
"01/20/2020","4.764","4.814","4.814","4.750","9.24M","-0.87%"
"01/21/2020","4.748","4.728","4.765","4.713","35.38M","-0.34%"
"01/22/2020","4.698","4.747","4.758","4.677","15.59M","-1.05%"
"01/23/2020","4.664","4.704","4.739","4.631","29.64M","-0.72%"
"01/24/2020","4.607","4.717","4.746","4.604","16.47M","-1.22%"
"01/27/2020","4.532","4.554","4.586","4.497","19.36M","-1.63%"
"01/28/2020","4.601","4.550","4.630","4.508","15.91M","1.52%"
"01/29/2020","4.668","4.640","4.692","4.609","25.61M","1.46%"
